model_code,risk_factor_code,score
insurance_broker_insurance_activity_medium_model,technology,35
insurance_broker_insurance_activity_medium_model,financial,100
insurance_broker_insurance_activity_medium_model,reputation,40
insurance_broker_insurance_activity_large_model,competition,100
insurance_broker_insurance_activity_large_model,regulatory,65
insurance_broker_insurance_activity_large_model,demand,45
insurance_broker_insurance_activity_large_model,location,50
insurance_broker_insurance_activity_large_model,staff,40
insurance_broker_insurance_activity_large_model,technology,30
insurance_broker_insurance_activity_large_model,financial,100
insurance_broker_insurance_activity_large_model,reputation,35
insurance_broker_fintech_activity_small_model,competition,100
insurance_broker_fintech_activity_small_model,regulatory,75
insurance_broker_fintech_activity_small_model,demand,55
insurance_broker_fintech_activity_small_model,location,60
insurance_broker_fintech_activity_small_model,staff,50
insurance_broker_fintech_activity_small_model,technology,40
insurance_broker_fintech_activity_small_model,financial,100
insurance_broker_fintech_activity_small_model,reputation,45
insurance_broker_fintech_activity_medium_model,competition,100
insurance_broker_fintech_activity_medium_model,regulatory,70
insurance_broker_fintech_activity_medium_model,demand,50
insurance_broker_fintech_activity_medium_model,location,55
insurance_broker_fintech_activity_medium_model,staff,45
insurance_broker_fintech_activity_medium_model,technology,35
insurance_broker_fintech_activity_medium_model,financial,100
insurance_broker_fintech_activity_medium_model,reputation,40
insurance_broker_fintech_activity_large_model,competition,100
insurance_broker_fintech_activity_large_model,regulatory,65
insurance_broker_fintech_activity_large_model,demand,45
insurance_broker_fintech_activity_large_model,location,50
insurance_broker_fintech_activity_large_model,staff,40
insurance_broker_fintech_activity_large_model,technology,30
insurance_broker_fintech_activity_large_model,financial,100
insurance_broker_fintech_activity_large_model,reputation,35
insurance_broker_investment_activity_small_model,competition,100
insurance_broker_investment_activity_small_model,regulatory,75
insurance_broker_investment_activity_small_model,demand,55
insurance_broker_investment_activity_small_model,location,60
insurance_broker_investment_activity_small_model,staff,50
insurance_broker_investment_activity_small_model,technology,40
insurance_broker_investment_activity_small_model,financial,100
insurance_broker_investment_activity_small_model,reputation,45
insurance_broker_investment_activity_medium_model,competition,100
insurance_broker_investment_activity_medium_model,regulatory,70
insurance_broker_investment_activity_medium_model,demand,50
insurance_broker_investment_activity_medium_model,location,55
insurance_broker_investment_activity_medium_model,staff,45
insurance_broker_investment_activity_medium_model,technology,35
insurance_broker_investment_activity_medium_model,financial,100
insurance_broker_investment_activity_medium_model,reputation,40
insurance_broker_investment_activity_large_model,competition,100
insurance_broker_investment_activity_large_model,regulatory,65
insurance_broker_investment_activity_large_model,demand,45
insurance_broker_investment_activity_large_model,location,50
insurance_broker_investment_activity_large_model,staff,40
insurance_broker_investment_activity_large_model,technology,30
insurance_broker_investment_activity_large_model,financial,100
insurance_broker_investment_activity_large_model,reputation,35
human_resources_consulting_activity_small_model,competition,65
human_resources_consulting_activity_small_model,regulatory,45
human_resources_consulting_activity_small_model,demand,55
human_resources_consulting_activity_small_model,location,60
human_resources_consulting_activity_small_model,staff,50
human_resources_consulting_activity_small_model,technology,40
human_resources_consulting_activity_small_model,financial,55
human_resources_consulting_activity_small_model,reputation,45
human_resources_consulting_activity_medium_model,competition,60
human_resources_consulting_activity_medium_model,regulatory,40
human_resources_consulting_activity_medium_model,demand,50
human_resources_consulting_activity_medium_model,location,55
human_resources_consulting_activity_medium_model,staff,45
human_resources_consulting_activity_medium_model,technology,35
human_resources_consulting_activity_medium_model,financial,50
human_resources_consulting_activity_medium_model,reputation,40
human_resources_consulting_activity_large_model,competition,55
human_resources_consulting_activity_large_model,regulatory,35
human_resources_consulting_activity_large_model,demand,45
human_resources_consulting_activity_large_model,location,50
human_resources_consulting_activity_large_model,staff,40
human_resources_consulting_activity_large_model,technology,30
human_resources_consulting_activity_large_model,financial,45
human_resources_consulting_activity_large_model,reputation,35
human_resources_maintenance_activity_small_model,competition,65
human_resources_maintenance_activity_small_model,regulatory,45
human_resources_maintenance_activity_small_model,demand,55
human_resources_maintenance_activity_small_model,location,60
human_resources_maintenance_activity_small_model,staff,50
human_resources_maintenance_activity_small_model,technology,40
human_resources_maintenance_activity_small_model,financial,55
human_resources_maintenance_activity_small_model,reputation,45
human_resources_maintenance_activity_medium_model,competition,60
human_resources_maintenance_activity_medium_model,regulatory,40
human_resources_maintenance_activity_medium_model,demand,50
human_resources_maintenance_activity_medium_model,location,55
human_resources_maintenance_activity_medium_model,staff,45
human_resources_maintenance_activity_medium_model,technology,35
human_resources_maintenance_activity_medium_model,financial,50
human_resources_maintenance_activity_medium_model,reputation,40
human_resources_maintenance_activity_large_model,competition,55
human_resources_maintenance_activity_large_model,regulatory,35
human_resources_maintenance_activity_large_model,demand,45
human_resources_maintenance_activity_large_model,location,50
human_resources_maintenance_activity_large_model,staff,40
human_resources_maintenance_activity_large_model,technology,30
human_resources_maintenance_activity_large_model,financial,45
human_resources_maintenance_activity_large_model,reputation,35
human_resources_cleaning_activity_small_model,competition,65
human_resources_cleaning_activity_small_model,regulatory,45
human_resources_cleaning_activity_small_model,demand,55
human_resources_cleaning_activity_small_model,location,60
human_resources_cleaning_activity_small_model,staff,50
human_resources_cleaning_activity_small_model,technology,40
human_resources_cleaning_activity_small_model,financial,55
human_resources_cleaning_activity_small_model,reputation,45
human_resources_cleaning_activity_medium_model,competition,60
human_resources_cleaning_activity_medium_model,regulatory,40
human_resources_cleaning_activity_medium_model,demand,50
human_resources_cleaning_activity_medium_model,location,55
human_resources_cleaning_activity_medium_model,staff,45
human_resources_cleaning_activity_medium_model,technology,35
human_resources_cleaning_activity_medium_model,financial,50
human_resources_cleaning_activity_medium_model,reputation,40
human_resources_cleaning_activity_large_model,competition,55
human_resources_cleaning_activity_large_model,regulatory,35
human_resources_cleaning_activity_large_model,demand,45
human_resources_cleaning_activity_large_model,location,50
human_resources_cleaning_activity_large_model,staff,40
human_resources_cleaning_activity_large_model,technology,30
human_resources_cleaning_activity_large_model,financial,45
human_resources_cleaning_activity_large_model,reputation,35
human_resources_security_activity_small_model,competition,65
human_resources_security_activity_small_model,regulatory,45
human_resources_security_activity_small_model,demand,55
human_resources_security_activity_small_model,location,60
human_resources_security_activity_small_model,staff,50
human_resources_security_activity_small_model,technology,40
human_resources_security_activity_small_model,financial,55
human_resources_security_activity_small_model,reputation,45
human_resources_security_activity_medium_model,competition,60
human_resources_security_activity_medium_model,regulatory,40
human_resources_security_activity_medium_model,demand,50
human_resources_security_activity_medium_model,location,55
human_resources_security_activity_medium_model,staff,45
human_resources_security_activity_medium_model,technology,35
human_resources_security_activity_medium_model,financial,50
human_resources_security_activity_medium_model,reputation,40
human_resources_security_activity_large_model,competition,55
human_resources_security_activity_large_model,regulatory,35
human_resources_security_activity_large_model,demand,45
human_resources_security_activity_large_model,location,50
human_resources_security_activity_large_model,staff,40
human_resources_security_activity_large_model,technology,30
human_resources_security_activity_large_model,financial,45
human_resources_security_activity_large_model,reputation,35
energy_renewable_activity_small_model,competition,65
energy_renewable_activity_small_model,regulatory,75
energy_renewable_activity_small_model,demand,55
energy_renewable_activity_small_model,location,60
energy_renewable_activity_small_model,staff,50
energy_renewable_activity_small_model,technology,95
energy_renewable_activity_small_model,financial,100
energy_renewable_activity_small_model,reputation,45
energy_renewable_activity_medium_model,competition,60
energy_renewable_activity_medium_model,regulatory,70
energy_renewable_activity_medium_model,demand,50
energy_renewable_activity_medium_model,location,55
energy_renewable_activity_medium_model,staff,45
energy_renewable_activity_medium_model,technology,90
energy_renewable_activity_medium_model,financial,100
energy_renewable_activity_medium_model,reputation,40
energy_renewable_activity_large_model,competition,55
energy_renewable_activity_large_model,regulatory,65
energy_renewable_activity_large_model,demand,45
energy_renewable_activity_large_model,location,50
energy_renewable_activity_large_model,staff,40
energy_renewable_activity_large_model,technology,85
energy_renewable_activity_large_model,financial,100
energy_renewable_activity_large_model,reputation,35
energy_oil_gas_activity_small_model,competition,65
energy_oil_gas_activity_small_model,regulatory,75
energy_oil_gas_activity_small_model,demand,55
energy_oil_gas_activity_small_model,location,60
energy_oil_gas_activity_small_model,staff,50
energy_oil_gas_activity_small_model,technology,95
energy_oil_gas_activity_small_model,financial,100
energy_oil_gas_activity_small_model,reputation,45
energy_oil_gas_activity_medium_model,competition,60
energy_oil_gas_activity_medium_model,regulatory,70
energy_oil_gas_activity_medium_model,demand,50
energy_oil_gas_activity_medium_model,location,55
energy_oil_gas_activity_medium_model,staff,45
energy_oil_gas_activity_medium_model,technology,90
energy_oil_gas_activity_medium_model,financial,100
energy_oil_gas_activity_medium_model,reputation,40
energy_oil_gas_activity_large_model,competition,55
energy_oil_gas_activity_large_model,regulatory,65
energy_oil_gas_activity_large_model,demand,45
energy_oil_gas_activity_large_model,location,50
energy_oil_gas_activity_large_model,staff,40
energy_oil_gas_activity_large_model,technology,85
energy_oil_gas_activity_large_model,financial,100
energy_oil_gas_activity_large_model,reputation,35
energy_utilities_activity_small_model,competition,65
energy_utilities_activity_small_model,regulatory,75
energy_utilities_activity_small_model,demand,55
energy_utilities_activity_small_model,location,60
energy_utilities_activity_small_model,staff,50
energy_utilities_activity_small_model,technology,95
energy_utilities_activity_small_model,financial,100
energy_utilities_activity_small_model,reputation,45
energy_utilities_activity_medium_model,competition,60
energy_utilities_activity_medium_model,regulatory,70
energy_utilities_activity_medium_model,demand,50
energy_utilities_activity_medium_model,location,55
energy_utilities_activity_medium_model,staff,45
energy_utilities_activity_medium_model,technology,90
energy_utilities_activity_medium_model,financial,100
energy_utilities_activity_medium_model,reputation,40
energy_utilities_activity_large_model,competition,55
energy_utilities_activity_large_model,regulatory,65
energy_utilities_activity_large_model,demand,45
energy_utilities_activity_large_model,location,50
energy_utilities_activity_large_model,staff,40
energy_utilities_activity_large_model,technology,85
energy_utilities_activity_large_model,financial,100
energy_utilities_activity_large_model,reputation,35
energy_efficiency_activity_small_model,competition,65
energy_efficiency_activity_small_model,regulatory,75
energy_efficiency_activity_small_model,demand,55
energy_efficiency_activity_small_model,location,60
energy_efficiency_activity_small_model,staff,50
energy_efficiency_activity_small_model,technology,95
energy_efficiency_activity_small_model,financial,100
energy_efficiency_activity_small_model,reputation,45
energy_efficiency_activity_medium_model,competition,60
energy_efficiency_activity_medium_model,regulatory,70
energy_efficiency_activity_medium_model,demand,50
energy_efficiency_activity_medium_model,location,55
energy_efficiency_activity_medium_model,staff,45
energy_efficiency_activity_medium_model,technology,90
energy_efficiency_activity_medium_model,financial,100
energy_efficiency_activity_medium_model,reputation,40
energy_efficiency_activity_large_model,competition,55
energy_efficiency_activity_large_model,regulatory,65
energy_efficiency_activity_large_model,demand,45
energy_efficiency_activity_large_model,location,50
energy_efficiency_activity_large_model,staff,40
energy_efficiency_activity_large_model,technology,85
energy_efficiency_activity_large_model,financial,100
energy_efficiency_activity_large_model,reputation,35
automotive_consulting_activity_small_model,competition,65
automotive_consulting_activity_small_model,regulatory,45
automotive_consulting_activity_small_model,demand,55
automotive_consulting_activity_small_model,location,60
automotive_consulting_activity_small_model,staff,50
automotive_consulting_activity_small_model,technology,40
automotive_consulting_activity_small_model,financial,55
automotive_consulting_activity_small_model,reputation,45
automotive_consulting_activity_medium_model,competition,60
automotive_consulting_activity_medium_model,regulatory,40
automotive_consulting_activity_medium_model,demand,50
automotive_consulting_activity_medium_model,location,55
automotive_consulting_activity_medium_model,staff,45
automotive_consulting_activity_medium_model,technology,35
automotive_consulting_activity_medium_model,financial,50
automotive_consulting_activity_medium_model,reputation,40
automotive_consulting_activity_large_model,competition,55
automotive_consulting_activity_large_model,regulatory,35
automotive_consulting_activity_large_model,demand,45
automotive_consulting_activity_large_model,location,50
automotive_consulting_activity_large_model,staff,40
automotive_consulting_activity_large_model,technology,30
automotive_consulting_activity_large_model,financial,45
automotive_consulting_activity_large_model,reputation,35
automotive_maintenance_activity_small_model,competition,65
automotive_maintenance_activity_small_model,regulatory,45
automotive_maintenance_activity_small_model,demand,55
automotive_maintenance_activity_small_model,location,60
automotive_maintenance_activity_small_model,staff,50
automotive_maintenance_activity_small_model,technology,40
automotive_maintenance_activity_small_model,financial,55
automotive_maintenance_activity_small_model,reputation,45
automotive_maintenance_activity_medium_model,competition,60
automotive_maintenance_activity_medium_model,regulatory,40
automotive_maintenance_activity_medium_model,demand,50
automotive_maintenance_activity_medium_model,location,55
automotive_maintenance_activity_medium_model,staff,45
automotive_maintenance_activity_medium_model,technology,35
automotive_maintenance_activity_medium_model,financial,50
automotive_maintenance_activity_medium_model,reputation,40
automotive_maintenance_activity_large_model,competition,55
automotive_maintenance_activity_large_model,regulatory,35
automotive_maintenance_activity_large_model,demand,45
automotive_maintenance_activity_large_model,location,50
automotive_maintenance_activity_large_model,staff,40
automotive_maintenance_activity_large_model,technology,30
automotive_maintenance_activity_large_model,financial,45
automotive_maintenance_activity_large_model,reputation,35
automotive_cleaning_activity_small_model,competition,65
automotive_cleaning_activity_small_model,regulatory,45
automotive_cleaning_activity_small_model,demand,55
automotive_cleaning_activity_small_model,location,60
automotive_cleaning_activity_small_model,staff,50
automotive_cleaning_activity_small_model,technology,40
automotive_cleaning_activity_small_model,financial,55
automotive_cleaning_activity_small_model,reputation,45
automotive_cleaning_activity_medium_model,competition,60
automotive_cleaning_activity_medium_model,regulatory,40
automotive_cleaning_activity_medium_model,demand,50
automotive_cleaning_activity_medium_model,location,55
automotive_cleaning_activity_medium_model,staff,45
automotive_cleaning_activity_medium_model,technology,35
automotive_cleaning_activity_medium_model,financial,50
automotive_cleaning_activity_medium_model,reputation,40
automotive_cleaning_activity_large_model,competition,55
automotive_cleaning_activity_large_model,regulatory,35
automotive_cleaning_activity_large_model,demand,45
automotive_cleaning_activity_large_model,location,50
automotive_cleaning_activity_large_model,staff,40
automotive_cleaning_activity_large_model,technology,30
automotive_cleaning_activity_large_model,financial,45
automotive_cleaning_activity_large_model,reputation,35
automotive_security_activity_small_model,competition,65
automotive_security_activity_small_model,regulatory,45
automotive_security_activity_small_model,demand,55
automotive_security_activity_small_model,location,60
automotive_security_activity_small_model,staff,50
automotive_security_activity_small_model,technology,40
automotive_security_activity_small_model,financial,55
automotive_security_activity_small_model,reputation,45
automotive_security_activity_medium_model,competition,60
automotive_security_activity_medium_model,regulatory,40
automotive_security_activity_medium_model,demand,50
automotive_security_activity_medium_model,location,55
automotive_security_activity_medium_model,staff,45
automotive_security_activity_medium_model,technology,35
automotive_security_activity_medium_model,financial,50
automotive_security_activity_medium_model,reputation,40
automotive_security_activity_large_model,competition,55
automotive_security_activity_large_model,regulatory,35
automotive_security_activity_large_model,demand,45
automotive_security_activity_large_model,location,50
automotive_security_activity_large_model,staff,40
automotive_security_activity_large_model,technology,30
automotive_security_activity_large_model,financial,45
automotive_security_activity_large_model,reputation,35
heavy_equipment_consulting_activity_small_model,competition,65
heavy_equipment_consulting_activity_small_model,regulatory,45
heavy_equipment_consulting_activity_small_model,demand,55
heavy_equipment_consulting_activity_small_model,location,60
heavy_equipment_consulting_activity_small_model,staff,50
heavy_equipment_consulting_activity_small_model,technology,40
heavy_equipment_consulting_activity_small_model,financial,55
heavy_equipment_consulting_activity_small_model,reputation,45
heavy_equipment_consulting_activity_medium_model,competition,60
heavy_equipment_consulting_activity_medium_model,regulatory,40
heavy_equipment_consulting_activity_medium_model,demand,50
heavy_equipment_consulting_activity_medium_model,location,55
heavy_equipment_consulting_activity_medium_model,staff,45
heavy_equipment_consulting_activity_medium_model,technology,35
heavy_equipment_consulting_activity_medium_model,financial,50
heavy_equipment_consulting_activity_medium_model,reputation,40
heavy_equipment_consulting_activity_large_model,competition,55
heavy_equipment_consulting_activity_large_model,regulatory,35
heavy_equipment_consulting_activity_large_model,demand,45
heavy_equipment_consulting_activity_large_model,location,50
heavy_equipment_consulting_activity_large_model,staff,40
heavy_equipment_consulting_activity_large_model,technology,30
heavy_equipment_consulting_activity_large_model,financial,45
heavy_equipment_consulting_activity_large_model,reputation,35
heavy_equipment_maintenance_activity_small_model,competition,65
heavy_equipment_maintenance_activity_small_model,regulatory,45
heavy_equipment_maintenance_activity_small_model,demand,55
heavy_equipment_maintenance_activity_small_model,location,60
heavy_equipment_maintenance_activity_small_model,staff,50
heavy_equipment_maintenance_activity_small_model,technology,40
heavy_equipment_maintenance_activity_small_model,financial,55
heavy_equipment_maintenance_activity_small_model,reputation,45
heavy_equipment_maintenance_activity_medium_model,competition,60
heavy_equipment_maintenance_activity_medium_model,regulatory,40
heavy_equipment_maintenance_activity_medium_model,demand,50
heavy_equipment_maintenance_activity_medium_model,location,55
heavy_equipment_maintenance_activity_medium_model,staff,45
heavy_equipment_maintenance_activity_medium_model,technology,35
heavy_equipment_maintenance_activity_medium_model,financial,50
heavy_equipment_maintenance_activity_medium_model,reputation,40
heavy_equipment_maintenance_activity_large_model,competition,55
heavy_equipment_maintenance_activity_large_model,regulatory,35
heavy_equipment_maintenance_activity_large_model,demand,45
heavy_equipment_maintenance_activity_large_model,location,50
heavy_equipment_maintenance_activity_large_model,staff,40
heavy_equipment_maintenance_activity_large_model,technology,30
heavy_equipment_maintenance_activity_large_model,financial,45
heavy_equipment_maintenance_activity_large_model,reputation,35
heavy_equipment_cleaning_activity_small_model,competition,65
heavy_equipment_cleaning_activity_small_model,regulatory,45
heavy_equipment_cleaning_activity_small_model,demand,55
heavy_equipment_cleaning_activity_small_model,location,60
heavy_equipment_cleaning_activity_small_model,staff,50
heavy_equipment_cleaning_activity_small_model,technology,40
heavy_equipment_cleaning_activity_small_model,financial,55
heavy_equipment_cleaning_activity_small_model,reputation,45
heavy_equipment_cleaning_activity_medium_model,competition,60
heavy_equipment_cleaning_activity_medium_model,regulatory,40
heavy_equipment_cleaning_activity_medium_model,demand,50
heavy_equipment_cleaning_activity_medium_model,location,55
heavy_equipment_cleaning_activity_medium_model,staff,45
heavy_equipment_cleaning_activity_medium_model,technology,35
heavy_equipment_cleaning_activity_medium_model,financial,50
heavy_equipment_cleaning_activity_medium_model,reputation,40
heavy_equipment_cleaning_activity_large_model,competition,55
heavy_equipment_cleaning_activity_large_model,regulatory,35
heavy_equipment_cleaning_activity_large_model,demand,45
heavy_equipment_cleaning_activity_large_model,location,50
heavy_equipment_cleaning_activity_large_model,staff,40
heavy_equipment_cleaning_activity_large_model,technology,30
heavy_equipment_cleaning_activity_large_model,financial,45
heavy_equipment_cleaning_activity_large_model,reputation,35
heavy_equipment_security_activity_small_model,competition,65
heavy_equipment_security_activity_small_model,regulatory,45
heavy_equipment_security_activity_small_model,demand,55
heavy_equipment_security_activity_small_model,location,60
heavy_equipment_security_activity_small_model,staff,50
heavy_equipment_security_activity_small_model,technology,40
heavy_equipment_security_activity_small_model,financial,55
heavy_equipment_security_activity_small_model,reputation,45
heavy_equipment_security_activity_medium_model,competition,60
heavy_equipment_security_activity_medium_model,regulatory,40
heavy_equipment_security_activity_medium_model,demand,50
heavy_equipment_security_activity_medium_model,location,55
heavy_equipment_security_activity_medium_model,staff,45
heavy_equipment_security_activity_medium_model,technology,35
heavy_equipment_security_activity_medium_model,financial,50
heavy_equipment_security_activity_medium_model,reputation,40
heavy_equipment_security_activity_large_model,competition,55
heavy_equipment_security_activity_large_model,regulatory,35
heavy_equipment_security_activity_large_model,demand,45
heavy_equipment_security_activity_large_model,location,50
heavy_equipment_security_activity_large_model,staff,40
heavy_equipment_security_activity_large_model,technology,30
heavy_equipment_security_activity_large_model,financial,45
heavy_equipment_security_activity_large_model,reputation,35
furniture_software_activity_small_model,competition,100
furniture_software_activity_small_model,regulatory,45
furniture_software_activity_small_model,demand,55
furniture_software_activity_small_model,location,60
furniture_software_activity_small_model,staff,50
furniture_software_activity_small_model,technology,100
furniture_software_activity_small_model,financial,100
furniture_software_activity_small_model,reputation,45
furniture_software_activity_medium_model,competition,100
furniture_software_activity_medium_model,regulatory,40
furniture_software_activity_medium_model,demand,50
furniture_software_activity_medium_model,location,55
furniture_software_activity_medium_model,staff,45
furniture_software_activity_medium_model,technology,95
furniture_software_activity_medium_model,financial,95
furniture_software_activity_medium_model,reputation,40
furniture_software_activity_large_model,competition,100
furniture_software_activity_large_model,regulatory,35
furniture_software_activity_large_model,demand,45
furniture_software_activity_large_model,location,50
furniture_software_activity_large_model,staff,40
furniture_software_activity_large_model,technology,90
furniture_software_activity_large_model,financial,90
furniture_software_activity_large_model,reputation,35
furniture_hardware_activity_small_model,competition,100
furniture_hardware_activity_small_model,regulatory,45
furniture_hardware_activity_small_model,demand,55
furniture_hardware_activity_small_model,location,60
furniture_hardware_activity_small_model,staff,50
furniture_hardware_activity_small_model,technology,100
furniture_hardware_activity_small_model,financial,100
furniture_hardware_activity_small_model,reputation,45
furniture_hardware_activity_medium_model,competition,100
furniture_hardware_activity_medium_model,regulatory,40
furniture_hardware_activity_medium_model,demand,50
furniture_hardware_activity_medium_model,location,55
furniture_hardware_activity_medium_model,staff,45
furniture_hardware_activity_medium_model,technology,95
furniture_hardware_activity_medium_model,financial,95
furniture_hardware_activity_medium_model,reputation,40
furniture_hardware_activity_large_model,competition,100
furniture_hardware_activity_large_model,regulatory,35
furniture_hardware_activity_large_model,demand,45
furniture_hardware_activity_large_model,location,50
furniture_hardware_activity_large_model,staff,40
furniture_hardware_activity_large_model,technology,90
furniture_hardware_activity_large_model,financial,90
furniture_hardware_activity_large_model,reputation,35
furniture_it_services_activity_small_model,competition,100
furniture_it_services_activity_small_model,regulatory,45
furniture_it_services_activity_small_model,demand,55
furniture_it_services_activity_small_model,location,60
furniture_it_services_activity_small_model,staff,50
furniture_it_services_activity_small_model,technology,100
furniture_it_services_activity_small_model,financial,100
furniture_it_services_activity_small_model,reputation,45
furniture_it_services_activity_medium_model,competition,100
furniture_it_services_activity_medium_model,regulatory,40
furniture_it_services_activity_medium_model,demand,50
furniture_it_services_activity_medium_model,location,55
furniture_it_services_activity_medium_model,staff,45
furniture_it_services_activity_medium_model,technology,95
furniture_it_services_activity_medium_model,financial,95
furniture_it_services_activity_medium_model,reputation,40
furniture_it_services_activity_large_model,competition,100
furniture_it_services_activity_large_model,regulatory,35
furniture_it_services_activity_large_model,demand,45
furniture_it_services_activity_large_model,location,50
furniture_it_services_activity_large_model,staff,40
furniture_it_services_activity_large_model,technology,90
furniture_it_services_activity_large_model,financial,90
furniture_it_services_activity_large_model,reputation,35
furniture_telecom_activity_small_model,competition,100
furniture_telecom_activity_small_model,regulatory,45
furniture_telecom_activity_small_model,demand,55
furniture_telecom_activity_small_model,location,60
furniture_telecom_activity_small_model,staff,50
furniture_telecom_activity_small_model,technology,100
furniture_telecom_activity_small_model,financial,100
furniture_telecom_activity_small_model,reputation,45
furniture_telecom_activity_medium_model,competition,100
furniture_telecom_activity_medium_model,regulatory,40
furniture_telecom_activity_medium_model,demand,50
furniture_telecom_activity_medium_model,location,55
furniture_telecom_activity_medium_model,staff,45
furniture_telecom_activity_medium_model,technology,95
furniture_telecom_activity_medium_model,financial,95
furniture_telecom_activity_medium_model,reputation,40
furniture_telecom_activity_large_model,competition,100
furniture_telecom_activity_large_model,regulatory,35
furniture_telecom_activity_large_model,demand,45
furniture_telecom_activity_large_model,location,50
furniture_telecom_activity_large_model,staff,40
furniture_telecom_activity_large_model,technology,90
furniture_telecom_activity_large_model,financial,90
furniture_telecom_activity_large_model,reputation,35
beauty_consulting_activity_small_model,competition,65
beauty_consulting_activity_small_model,regulatory,45
beauty_consulting_activity_small_model,demand,55
beauty_consulting_activity_small_model,location,60
beauty_consulting_activity_small_model,staff,50
beauty_consulting_activity_small_model,technology,40
beauty_consulting_activity_small_model,financial,55
beauty_consulting_activity_small_model,reputation,45
beauty_consulting_activity_medium_model,competition,60
beauty_consulting_activity_medium_model,regulatory,40
beauty_consulting_activity_medium_model,demand,50
beauty_consulting_activity_medium_model,location,55
beauty_consulting_activity_medium_model,staff,45
beauty_consulting_activity_medium_model,technology,35
beauty_consulting_activity_medium_model,financial,50
beauty_consulting_activity_medium_model,reputation,40
beauty_consulting_activity_large_model,competition,55
beauty_consulting_activity_large_model,regulatory,35
beauty_consulting_activity_large_model,demand,45
beauty_consulting_activity_large_model,location,50
beauty_consulting_activity_large_model,staff,40
beauty_consulting_activity_large_model,technology,30
beauty_consulting_activity_large_model,financial,45
beauty_consulting_activity_large_model,reputation,35
beauty_maintenance_activity_small_model,competition,65
beauty_maintenance_activity_small_model,regulatory,45
beauty_maintenance_activity_small_model,demand,55
beauty_maintenance_activity_small_model,location,60
beauty_maintenance_activity_small_model,staff,50
beauty_maintenance_activity_small_model,technology,40
beauty_maintenance_activity_small_model,financial,55
beauty_maintenance_activity_small_model,reputation,45
beauty_maintenance_activity_medium_model,competition,60
beauty_maintenance_activity_medium_model,regulatory,40
beauty_maintenance_activity_medium_model,demand,50
beauty_maintenance_activity_medium_model,location,55
beauty_maintenance_activity_medium_model,staff,45
beauty_maintenance_activity_medium_model,technology,35
beauty_maintenance_activity_medium_model,financial,50
beauty_maintenance_activity_medium_model,reputation,40
beauty_maintenance_activity_large_model,competition,55
beauty_maintenance_activity_large_model,regulatory,35
beauty_maintenance_activity_large_model,demand,45
beauty_maintenance_activity_large_model,location,50
beauty_maintenance_activity_large_model,staff,40
beauty_maintenance_activity_large_model,technology,30
beauty_maintenance_activity_large_model,financial,45
beauty_maintenance_activity_large_model,reputation,35
beauty_cleaning_activity_small_model,competition,65
beauty_cleaning_activity_small_model,regulatory,45
beauty_cleaning_activity_small_model,demand,55
beauty_cleaning_activity_small_model,location,60
beauty_cleaning_activity_small_model,staff,50
beauty_cleaning_activity_small_model,technology,40
beauty_cleaning_activity_small_model,financial,55
beauty_cleaning_activity_small_model,reputation,45
beauty_cleaning_activity_medium_model,competition,60
beauty_cleaning_activity_medium_model,regulatory,40
beauty_cleaning_activity_medium_model,demand,50
beauty_cleaning_activity_medium_model,location,55
beauty_cleaning_activity_medium_model,staff,45
beauty_cleaning_activity_medium_model,technology,35
beauty_cleaning_activity_medium_model,financial,50
beauty_cleaning_activity_medium_model,reputation,40
beauty_cleaning_activity_large_model,competition,55
beauty_cleaning_activity_large_model,regulatory,35
beauty_cleaning_activity_large_model,demand,45
beauty_cleaning_activity_large_model,location,50
beauty_cleaning_activity_large_model,staff,40
beauty_cleaning_activity_large_model,technology,30
beauty_cleaning_activity_large_model,financial,45
beauty_cleaning_activity_large_model,reputation,35
beauty_security_activity_small_model,competition,65
beauty_security_activity_small_model,regulatory,45
beauty_security_activity_small_model,demand,55
beauty_security_activity_small_model,location,60
beauty_security_activity_small_model,staff,50
beauty_security_activity_small_model,technology,40
beauty_security_activity_small_model,financial,55
beauty_security_activity_small_model,reputation,45
beauty_security_activity_medium_model,competition,60
beauty_security_activity_medium_model,regulatory,40
beauty_security_activity_medium_model,demand,50
beauty_security_activity_medium_model,location,55
beauty_security_activity_medium_model,staff,45
beauty_security_activity_medium_model,technology,35
beauty_security_activity_medium_model,financial,50
beauty_security_activity_medium_model,reputation,40
beauty_security_activity_large_model,competition,55
beauty_security_activity_large_model,regulatory,35
beauty_security_activity_large_model,demand,45
beauty_security_activity_large_model,location,50
beauty_security_activity_large_model,staff,40
beauty_security_activity_large_model,technology,30
beauty_security_activity_large_model,financial,45
beauty_security_activity_large_model,reputation,35
food_beverage_restaurants_activity_small_model,competition,65
food_beverage_restaurants_activity_small_model,regulatory,80
food_beverage_restaurants_activity_small_model,demand,100
food_beverage_restaurants_activity_small_model,location,60
food_beverage_restaurants_activity_small_model,staff,50
food_beverage_restaurants_activity_small_model,technology,40
food_beverage_restaurants_activity_small_model,financial,55
food_beverage_restaurants_activity_small_model,reputation,100
food_beverage_restaurants_activity_medium_model,competition,60
food_beverage_restaurants_activity_medium_model,regulatory,75
food_beverage_restaurants_activity_medium_model,demand,100
food_beverage_restaurants_activity_medium_model,location,55
food_beverage_restaurants_activity_medium_model,staff,45
food_beverage_restaurants_activity_medium_model,technology,35
food_beverage_restaurants_activity_medium_model,financial,50
