activity_detail_code,requirement_name_ar,requirement_name_en,issuing_authority,estimated_cost,mandatory,sort_order
heavy_equipment_cleaning_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,848
heavy_equipment_cleaning_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,849
heavy_equipment_cleaning_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,850
heavy_equipment_security_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,851
heavy_equipment_security_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,852
heavy_equipment_security_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,853
heavy_equipment_security_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,854
furniture_software_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,855
furniture_software_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,856
furniture_software_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,857
furniture_software_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,858
furniture_hardware_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,859
furniture_hardware_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,860
furniture_hardware_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,861
furniture_hardware_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,862
furniture_it_services_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,863
furniture_it_services_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,864
furniture_it_services_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,865
furniture_it_services_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,866
furniture_telecom_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,867
furniture_telecom_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,868
furniture_telecom_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,869
furniture_telecom_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,870
beauty_consulting_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,871
beauty_consulting_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,872
beauty_consulting_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,873
beauty_consulting_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,874
beauty_maintenance_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,875
beauty_maintenance_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,876
beauty_maintenance_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,877
beauty_maintenance_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,878
beauty_cleaning_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,879
beauty_cleaning_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,880
beauty_cleaning_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,881
beauty_cleaning_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,882
beauty_security_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,883
beauty_security_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,884
beauty_security_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,885
beauty_security_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,886
food_beverage_restaurants_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,887
food_beverage_restaurants_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,888
food_beverage_restaurants_activity_medium,ترخيص هيئة الغذاء والدواء,SFDA License,SFDA,8000,true,889
food_beverage_restaurants_activity_medium,شهادة سلامة الغذاء,Food Safety Certificate,Municipality,2500,true,890
food_beverage_cafes_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,891
food_beverage_cafes_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,892
food_beverage_cafes_activity_medium,ترخيص هيئة الغذاء والدواء,SFDA License,SFDA,8000,true,893
food_beverage_cafes_activity_medium,شهادة سلامة الغذاء,Food Safety Certificate,Municipality,2500,true,894
food_beverage_catering_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,895
food_beverage_catering_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,896
food_beverage_catering_activity_medium,ترخيص هيئة الغذاء والدواء,SFDA License,SFDA,8000,true,897
food_beverage_catering_activity_medium,شهادة سلامة الغذاء,Food Safety Certificate,Municipality,2500,true,898
food_beverage_fast_food_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,899
food_beverage_fast_food_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,900
food_beverage_fast_food_activity_medium,ترخيص هيئة الغذاء والدواء,SFDA License,SFDA,8000,true,901
food_beverage_fast_food_activity_medium,شهادة سلامة الغذاء,Food Safety Certificate,Municipality,2500,true,902
security_safety_software_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,903
security_safety_software_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,904
security_safety_software_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,905
security_safety_software_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,906
security_safety_hardware_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,907
security_safety_hardware_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,908
security_safety_hardware_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,909
security_safety_hardware_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,910
security_safety_it_services_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,911
security_safety_it_services_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,912
security_safety_it_services_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,913
security_safety_it_services_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,914
security_safety_telecom_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,915
security_safety_telecom_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,916
security_safety_telecom_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,917
security_safety_telecom_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,918
laboratories_consulting_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,919
laboratories_consulting_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,920
laboratories_consulting_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,921
laboratories_consulting_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,922
laboratories_maintenance_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,923
laboratories_maintenance_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,924
laboratories_maintenance_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,925
laboratories_maintenance_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,926
laboratories_cleaning_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,927
laboratories_cleaning_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,928
laboratories_cleaning_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,929
laboratories_cleaning_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,930
laboratories_security_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,931
laboratories_security_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,932
laboratories_security_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,933
laboratories_security_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,934
research_development_residential_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,935
research_development_residential_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,936
research_development_residential_activity_medium,ترخيص تطوير عقاري,Real Estate Development License,Ministry of Municipalities,25000,true,937
research_development_residential_activity_medium,رخصة بناء,Building Permit,Municipality,15000,true,938
research_development_commercial_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,939
research_development_commercial_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,940
research_development_commercial_activity_medium,ترخيص تطوير عقاري,Real Estate Development License,Ministry of Municipalities,25000,true,941
research_development_commercial_activity_medium,رخصة بناء,Building Permit,Municipality,15000,true,942
research_development_industrial_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,943
research_development_industrial_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,944
research_development_industrial_activity_medium,ترخيص تطوير عقاري,Real Estate Development License,Ministry of Municipalities,25000,true,945
research_development_industrial_activity_medium,رخصة بناء,Building Permit,Municipality,15000,true,946
research_development_brokerage_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,947
research_development_brokerage_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,948
research_development_brokerage_activity_medium,ترخيص تطوير عقاري,Real Estate Development License,Ministry of Municipalities,25000,true,949
research_development_brokerage_activity_medium,رخصة بناء,Building Permit,Municipality,15000,true,950
sports_economy_events_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,951
sports_economy_events_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,952
sports_economy_events_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,953
sports_economy_events_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,954
sports_economy_media_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,955
sports_economy_media_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,956
sports_economy_media_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,957
sports_economy_media_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,958
sports_economy_sports_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,959
sports_economy_sports_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,960
sports_economy_sports_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,961
sports_economy_sports_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,962
sports_economy_tourism_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,963
sports_economy_tourism_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,964
sports_economy_tourism_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,965
sports_economy_tourism_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,966
creative_economy_consulting_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,967
creative_economy_consulting_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,968
creative_economy_consulting_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,969
creative_economy_consulting_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,970
creative_economy_maintenance_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,971
creative_economy_maintenance_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,972
creative_economy_maintenance_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,973
creative_economy_maintenance_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,974
creative_economy_cleaning_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,975
creative_economy_cleaning_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,976
creative_economy_cleaning_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,977
creative_economy_cleaning_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,978
creative_economy_security_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,979
creative_economy_security_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,980
creative_economy_security_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,981
creative_economy_security_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,982
environment_sustainability_software_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,983
environment_sustainability_software_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,984
environment_sustainability_software_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,985
environment_sustainability_software_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,986
environment_sustainability_hardware_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,987
environment_sustainability_hardware_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,988
environment_sustainability_hardware_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,989
environment_sustainability_hardware_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,990
environment_sustainability_it_services_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,991
environment_sustainability_it_services_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,992
environment_sustainability_it_services_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,993
environment_sustainability_it_services_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,994
environment_sustainability_telecom_activity_medium,سجل تجاري,Commercial Registration,Ministry of Commerce,2000,true,995
environment_sustainability_telecom_activity_medium,ترخيص بلدية,Municipality License,Municipality,5000,true,996
environment_sustainability_telecom_activity_medium,ترخيص مزاولة مهنة,Professional Practice License,Relevant Authority,3000,true,997
environment_sustainability_telecom_activity_medium,تأمين المسؤولية المهنية,Professional Liability Insurance,Insurance Company,4000,true,998
