activity_detail_code,code,name_ar,name_en,size_category,model_type,capex_min,capex_max,revenue_min,revenue_max,employee_count_min,employee_count_max,typical_roi_months,is_published
cybersecurity_telecom_activity_small,cybersecurity_telecom_activity_small_model,نموذج الاتصالات صغير,Small Telecommunications Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
cybersecurity_telecom_activity_medium,cybersecurity_telecom_activity_medium_model,نموذج الاتصالات متوسط,Medium Telecommunications Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
cybersecurity_telecom_activity_large,cybersecurity_telecom_activity_large_model,نموذج الاتصالات كبير,Large Telecommunications Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
commerce_retail_activity_small,commerce_retail_activity_small_model,نموذج التجزئة صغير,Small Retail Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
commerce_retail_activity_medium,commerce_retail_activity_medium_model,نموذج التجزئة متوسط,Medium Retail Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
commerce_retail_activity_large,commerce_retail_activity_large_model,نموذج التجزئة كبير,Large Retail Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
commerce_wholesale_activity_small,commerce_wholesale_activity_small_model,نموذج الجملة صغير,Small Wholesale Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
commerce_wholesale_activity_medium,commerce_wholesale_activity_medium_model,نموذج الجملة متوسط,Medium Wholesale Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
commerce_wholesale_activity_large,commerce_wholesale_activity_large_model,نموذج الجملة كبير,Large Wholesale Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
commerce_ecommerce_activity_small,commerce_ecommerce_activity_small_model,نموذج التجارة الإلكترونية صغير,Small E-Commerce Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
commerce_ecommerce_activity_medium,commerce_ecommerce_activity_medium_model,نموذج التجارة الإلكترونية متوسط,Medium E-Commerce Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
commerce_ecommerce_activity_large,commerce_ecommerce_activity_large_model,نموذج التجارة الإلكترونية كبير,Large E-Commerce Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
commerce_import_export_activity_small,commerce_import_export_activity_small_model,نموذج الاستيراد والتصدير صغير,Small Import & Export Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
commerce_import_export_activity_medium,commerce_import_export_activity_medium_model,نموذج الاستيراد والتصدير متوسط,Medium Import & Export Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
commerce_import_export_activity_large,commerce_import_export_activity_large_model,نموذج الاستيراد والتصدير كبير,Large Import & Export Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
ecommerce_retail_activity_small,ecommerce_retail_activity_small_model,نموذج التجزئة صغير,Small Retail Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
ecommerce_retail_activity_medium,ecommerce_retail_activity_medium_model,نموذج التجزئة متوسط,Medium Retail Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
ecommerce_retail_activity_large,ecommerce_retail_activity_large_model,نموذج التجزئة كبير,Large Retail Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
ecommerce_wholesale_activity_small,ecommerce_wholesale_activity_small_model,نموذج الجملة صغير,Small Wholesale Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
ecommerce_wholesale_activity_medium,ecommerce_wholesale_activity_medium_model,نموذج الجملة متوسط,Medium Wholesale Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
ecommerce_wholesale_activity_large,ecommerce_wholesale_activity_large_model,نموذج الجملة كبير,Large Wholesale Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
ecommerce_ecommerce_activity_small,ecommerce_ecommerce_activity_small_model,نموذج التجارة الإلكترونية صغير,Small E-Commerce Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
ecommerce_ecommerce_activity_medium,ecommerce_ecommerce_activity_medium_model,نموذج التجارة الإلكترونية متوسط,Medium E-Commerce Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
ecommerce_ecommerce_activity_large,ecommerce_ecommerce_activity_large_model,نموذج التجارة الإلكترونية كبير,Large E-Commerce Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
ecommerce_import_export_activity_small,ecommerce_import_export_activity_small_model,نموذج الاستيراد والتصدير صغير,Small Import & Export Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
ecommerce_import_export_activity_medium,ecommerce_import_export_activity_medium_model,نموذج الاستيراد والتصدير متوسط,Medium Import & Export Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
ecommerce_import_export_activity_large,ecommerce_import_export_activity_large_model,نموذج الاستيراد والتصدير كبير,Large Import & Export Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
public_services_public_services_activity_small,public_services_public_services_activity_small_model,نموذج الخدمات العامة صغير,Small Public Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
public_services_public_services_activity_medium,public_services_public_services_activity_medium_model,نموذج الخدمات العامة متوسط,Medium Public Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
public_services_public_services_activity_large,public_services_public_services_activity_large_model,نموذج الخدمات العامة كبير,Large Public Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
public_services_consulting_activity_small,public_services_consulting_activity_small_model,نموذج الاستشارات الحكومية صغير,Small Government Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
public_services_consulting_activity_medium,public_services_consulting_activity_medium_model,نموذج الاستشارات الحكومية متوسط,Medium Government Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
public_services_consulting_activity_large,public_services_consulting_activity_large_model,نموذج الاستشارات الحكومية كبير,Large Government Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
public_services_facilities_activity_small,public_services_facilities_activity_small_model,نموذج إدارة المرافق صغير,Small Facilities Management Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
public_services_facilities_activity_medium,public_services_facilities_activity_medium_model,نموذج إدارة المرافق متوسط,Medium Facilities Management Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
public_services_facilities_activity_large,public_services_facilities_activity_large_model,نموذج إدارة المرافق كبير,Large Facilities Management Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
public_services_digital_activity_small,public_services_digital_activity_small_model,نموذج التحول الرقمي صغير,Small Digital Transformation Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
public_services_digital_activity_medium,public_services_digital_activity_medium_model,نموذج التحول الرقمي متوسط,Medium Digital Transformation Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
public_services_digital_activity_large,public_services_digital_activity_large_model,نموذج التحول الرقمي كبير,Large Digital Transformation Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
facilities_management_software_activity_small,facilities_management_software_activity_small_model,نموذج البرمجيات صغير,Small Software Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
facilities_management_software_activity_medium,facilities_management_software_activity_medium_model,نموذج البرمجيات متوسط,Medium Software Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
facilities_management_software_activity_large,facilities_management_software_activity_large_model,نموذج البرمجيات كبير,Large Software Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
facilities_management_hardware_activity_small,facilities_management_hardware_activity_small_model,نموذج الأجهزة صغير,Small Hardware Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
facilities_management_hardware_activity_medium,facilities_management_hardware_activity_medium_model,نموذج الأجهزة متوسط,Medium Hardware Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
facilities_management_hardware_activity_large,facilities_management_hardware_activity_large_model,نموذج الأجهزة كبير,Large Hardware Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
facilities_management_it_services_activity_small,facilities_management_it_services_activity_small_model,نموذج خدمات تكنولوجيا المعلومات صغير,Small IT Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
facilities_management_it_services_activity_medium,facilities_management_it_services_activity_medium_model,نموذج خدمات تكنولوجيا المعلومات متوسط,Medium IT Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
facilities_management_it_services_activity_large,facilities_management_it_services_activity_large_model,نموذج خدمات تكنولوجيا المعلومات كبير,Large IT Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
facilities_management_telecom_activity_small,facilities_management_telecom_activity_small_model,نموذج الاتصالات صغير,Small Telecommunications Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
facilities_management_telecom_activity_medium,facilities_management_telecom_activity_medium_model,نموذج الاتصالات متوسط,Medium Telecommunications Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
facilities_management_telecom_activity_large,facilities_management_telecom_activity_large_model,نموذج الاتصالات كبير,Large Telecommunications Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
consulting_consulting_activity_small,consulting_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
consulting_consulting_activity_medium,consulting_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
consulting_consulting_activity_large,consulting_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
consulting_maintenance_activity_small,consulting_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
consulting_maintenance_activity_medium,consulting_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
consulting_maintenance_activity_large,consulting_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
consulting_cleaning_activity_small,consulting_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
consulting_cleaning_activity_medium,consulting_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
consulting_cleaning_activity_large,consulting_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
consulting_security_activity_small,consulting_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
consulting_security_activity_medium,consulting_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
consulting_security_activity_large,consulting_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
commercial_brokerage_consulting_activity_small,commercial_brokerage_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
commercial_brokerage_consulting_activity_medium,commercial_brokerage_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
commercial_brokerage_consulting_activity_large,commercial_brokerage_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
commercial_brokerage_maintenance_activity_small,commercial_brokerage_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
commercial_brokerage_maintenance_activity_medium,commercial_brokerage_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
commercial_brokerage_maintenance_activity_large,commercial_brokerage_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
commercial_brokerage_cleaning_activity_small,commercial_brokerage_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
commercial_brokerage_cleaning_activity_medium,commercial_brokerage_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
commercial_brokerage_cleaning_activity_large,commercial_brokerage_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
commercial_brokerage_security_activity_small,commercial_brokerage_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
commercial_brokerage_security_activity_medium,commercial_brokerage_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
commercial_brokerage_security_activity_large,commercial_brokerage_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
insurance_agent_banking_activity_small,insurance_agent_banking_activity_small_model,نموذج الخدمات المصرفية صغير,Small Banking Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
insurance_agent_banking_activity_medium,insurance_agent_banking_activity_medium_model,نموذج الخدمات المصرفية متوسط,Medium Banking Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
insurance_agent_banking_activity_large,insurance_agent_banking_activity_large_model,نموذج الخدمات المصرفية كبير,Large Banking Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
insurance_agent_insurance_activity_small,insurance_agent_insurance_activity_small_model,نموذج التأمين صغير,Small Insurance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
insurance_agent_insurance_activity_medium,insurance_agent_insurance_activity_medium_model,نموذج التأمين متوسط,Medium Insurance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
insurance_agent_insurance_activity_large,insurance_agent_insurance_activity_large_model,نموذج التأمين كبير,Large Insurance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
insurance_agent_fintech_activity_small,insurance_agent_fintech_activity_small_model,نموذج التقنية المالية صغير,Small Fintech Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
insurance_agent_fintech_activity_medium,insurance_agent_fintech_activity_medium_model,نموذج التقنية المالية متوسط,Medium Fintech Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
insurance_agent_fintech_activity_large,insurance_agent_fintech_activity_large_model,نموذج التقنية المالية كبير,Large Fintech Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
insurance_agent_investment_activity_small,insurance_agent_investment_activity_small_model,نموذج الاستثمار صغير,Small Investment Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
insurance_agent_investment_activity_medium,insurance_agent_investment_activity_medium_model,نموذج الاستثمار متوسط,Medium Investment Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
insurance_agent_investment_activity_large,insurance_agent_investment_activity_large_model,نموذج الاستثمار كبير,Large Investment Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
insurance_broker_banking_activity_small,insurance_broker_banking_activity_small_model,نموذج الخدمات المصرفية صغير,Small Banking Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
insurance_broker_banking_activity_medium,insurance_broker_banking_activity_medium_model,نموذج الخدمات المصرفية متوسط,Medium Banking Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
insurance_broker_banking_activity_large,insurance_broker_banking_activity_large_model,نموذج الخدمات المصرفية كبير,Large Banking Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
insurance_broker_insurance_activity_small,insurance_broker_insurance_activity_small_model,نموذج التأمين صغير,Small Insurance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
insurance_broker_insurance_activity_medium,insurance_broker_insurance_activity_medium_model,نموذج التأمين متوسط,Medium Insurance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
insurance_broker_insurance_activity_large,insurance_broker_insurance_activity_large_model,نموذج التأمين كبير,Large Insurance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
insurance_broker_fintech_activity_small,insurance_broker_fintech_activity_small_model,نموذج التقنية المالية صغير,Small Fintech Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
insurance_broker_fintech_activity_medium,insurance_broker_fintech_activity_medium_model,نموذج التقنية المالية متوسط,Medium Fintech Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
insurance_broker_fintech_activity_large,insurance_broker_fintech_activity_large_model,نموذج التقنية المالية كبير,Large Fintech Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
insurance_broker_investment_activity_small,insurance_broker_investment_activity_small_model,نموذج الاستثمار صغير,Small Investment Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
insurance_broker_investment_activity_medium,insurance_broker_investment_activity_medium_model,نموذج الاستثمار متوسط,Medium Investment Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
insurance_broker_investment_activity_large,insurance_broker_investment_activity_large_model,نموذج الاستثمار كبير,Large Investment Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
human_resources_consulting_activity_small,human_resources_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
human_resources_consulting_activity_medium,human_resources_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
human_resources_consulting_activity_large,human_resources_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
human_resources_maintenance_activity_small,human_resources_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
human_resources_maintenance_activity_medium,human_resources_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
human_resources_maintenance_activity_large,human_resources_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
human_resources_cleaning_activity_small,human_resources_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
human_resources_cleaning_activity_medium,human_resources_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
human_resources_cleaning_activity_large,human_resources_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
human_resources_security_activity_small,human_resources_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
human_resources_security_activity_medium,human_resources_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
human_resources_security_activity_large,human_resources_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
energy_renewable_activity_small,energy_renewable_activity_small_model,نموذج الطاقة المتجددة صغير,Small Renewable Energy Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
energy_renewable_activity_medium,energy_renewable_activity_medium_model,نموذج الطاقة المتجددة متوسط,Medium Renewable Energy Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
energy_renewable_activity_large,energy_renewable_activity_large_model,نموذج الطاقة المتجددة كبير,Large Renewable Energy Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
energy_oil_gas_activity_small,energy_oil_gas_activity_small_model,نموذج النفط والغاز صغير,Small Oil & Gas Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
energy_oil_gas_activity_medium,energy_oil_gas_activity_medium_model,نموذج النفط والغاز متوسط,Medium Oil & Gas Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
energy_oil_gas_activity_large,energy_oil_gas_activity_large_model,نموذج النفط والغاز كبير,Large Oil & Gas Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
energy_utilities_activity_small,energy_utilities_activity_small_model,نموذج الخدمات العامة صغير,Small Utilities Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
energy_utilities_activity_medium,energy_utilities_activity_medium_model,نموذج الخدمات العامة متوسط,Medium Utilities Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
energy_utilities_activity_large,energy_utilities_activity_large_model,نموذج الخدمات العامة كبير,Large Utilities Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
energy_efficiency_activity_small,energy_efficiency_activity_small_model,نموذج كفاءة الطاقة صغير,Small Energy Efficiency Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
energy_efficiency_activity_medium,energy_efficiency_activity_medium_model,نموذج كفاءة الطاقة متوسط,Medium Energy Efficiency Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
energy_efficiency_activity_large,energy_efficiency_activity_large_model,نموذج كفاءة الطاقة كبير,Large Energy Efficiency Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
automotive_consulting_activity_small,automotive_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
automotive_consulting_activity_medium,automotive_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
automotive_consulting_activity_large,automotive_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
automotive_maintenance_activity_small,automotive_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
automotive_maintenance_activity_medium,automotive_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
automotive_maintenance_activity_large,automotive_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
automotive_cleaning_activity_small,automotive_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
automotive_cleaning_activity_medium,automotive_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
automotive_cleaning_activity_large,automotive_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
automotive_security_activity_small,automotive_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
automotive_security_activity_medium,automotive_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
automotive_security_activity_large,automotive_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
heavy_equipment_consulting_activity_small,heavy_equipment_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
heavy_equipment_consulting_activity_medium,heavy_equipment_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
heavy_equipment_consulting_activity_large,heavy_equipment_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
heavy_equipment_maintenance_activity_small,heavy_equipment_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
heavy_equipment_maintenance_activity_medium,heavy_equipment_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
heavy_equipment_maintenance_activity_large,heavy_equipment_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
heavy_equipment_cleaning_activity_small,heavy_equipment_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
heavy_equipment_cleaning_activity_medium,heavy_equipment_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
heavy_equipment_cleaning_activity_large,heavy_equipment_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
heavy_equipment_security_activity_small,heavy_equipment_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
heavy_equipment_security_activity_medium,heavy_equipment_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
heavy_equipment_security_activity_large,heavy_equipment_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
furniture_software_activity_small,furniture_software_activity_small_model,نموذج البرمجيات صغير,Small Software Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
furniture_software_activity_medium,furniture_software_activity_medium_model,نموذج البرمجيات متوسط,Medium Software Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
furniture_software_activity_large,furniture_software_activity_large_model,نموذج البرمجيات كبير,Large Software Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
furniture_hardware_activity_small,furniture_hardware_activity_small_model,نموذج الأجهزة صغير,Small Hardware Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
furniture_hardware_activity_medium,furniture_hardware_activity_medium_model,نموذج الأجهزة متوسط,Medium Hardware Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
furniture_hardware_activity_large,furniture_hardware_activity_large_model,نموذج الأجهزة كبير,Large Hardware Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
furniture_it_services_activity_small,furniture_it_services_activity_small_model,نموذج خدمات تكنولوجيا المعلومات صغير,Small IT Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
furniture_it_services_activity_medium,furniture_it_services_activity_medium_model,نموذج خدمات تكنولوجيا المعلومات متوسط,Medium IT Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
furniture_it_services_activity_large,furniture_it_services_activity_large_model,نموذج خدمات تكنولوجيا المعلومات كبير,Large IT Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
furniture_telecom_activity_small,furniture_telecom_activity_small_model,نموذج الاتصالات صغير,Small Telecommunications Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
furniture_telecom_activity_medium,furniture_telecom_activity_medium_model,نموذج الاتصالات متوسط,Medium Telecommunications Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
furniture_telecom_activity_large,furniture_telecom_activity_large_model,نموذج الاتصالات كبير,Large Telecommunications Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
beauty_consulting_activity_small,beauty_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
